final_dept_e,DPTSIZE_e,theme_en,theme_fr,question_name,question_value,total_respondants,total_w_resp,shr_w_resp
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_55B_e,None,104,238.9876,0.8778346659
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_55B_e,Some,104,238.9876,0.1221653341
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_55C_e,None,105,239.8326,0.9789165443
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_55C_e,Some,105,239.8326,0.0210834557
Public Health Agency of Canada,"Large (>= 2, 000)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",MAN_60A_e,Strongly disagree,140,323.4647,0.0065651677
Public Health Agency of Canada,"Large (>= 2, 000)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",MAN_60A_e,Somewhat disagree,140,323.4647,0.0194324141
Public Health Agency of Canada,"Large (>= 2, 000)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",MAN_60A_e,Neither agree nor disagree,140,323.4647,0.0261759629
Public Health Agency of Canada,"Large (>= 2, 000)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",MAN_60A_e,Somewhat agree,140,323.4647,0.2380745101
Public Health Agency of Canada,"Large (>= 2, 000)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",MAN_60A_e,Strongly agree,140,323.4647,0.7097519451
Public Health Agency of Canada,"Large (>= 2, 000)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",MAN_60B_e,Strongly disagree,141,325.5379,0.0065233572
Public Health Agency of Canada,"Large (>= 2, 000)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",MAN_60B_e,Somewhat disagree,141,325.5379,0.0127853009
Public Health Agency of Canada,"Large (>= 2, 000)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",MAN_60B_e,Neither agree nor disagree,141,325.5379,0.0198284132
Public Health Agency of Canada,"Large (>= 2, 000)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",MAN_60B_e,Somewhat agree,141,325.5379,0.2346289019
Public Health Agency of Canada,"Large (>= 2, 000)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",MAN_60B_e,Strongly agree,141,325.5379,0.7262340268
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_65A_e,Strongly disagree,146,336.3081,0.0867650824
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_65A_e,Somewhat disagree,146,336.3081,0.2045639103
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_65A_e,Neither agree nor disagree,146,336.3081,0.1069189235
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_65A_e,Somewhat agree,146,336.3081,0.4193039062
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_65A_e,Strongly agree,146,336.3081,0.1824481777
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_65B_e,Strongly disagree,145,333.4748,0.0574748077
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_65B_e,Somewhat disagree,145,333.4748,0.1561314378
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_65B_e,Neither agree nor disagree,145,333.4748,0.1007686338
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_65B_e,Somewhat agree,145,333.4748,0.4586043683
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_65B_e,Strongly agree,145,333.4748,0.2270207524
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_70A_e,Yes,32,71.2323,0.1192492732
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_70A_e,No,32,71.2323,0.8807507268
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_70B_e,Yes,32,71.2323,0.1490615914
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_70B_e,No,32,71.2323,0.8509384086
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_70C_e,Yes,32,71.2323,0.1578300855
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_70C_e,No,32,71.2323,0.8421699145
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_70D_e,Yes,32,71.2323,0.2244740097
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_70D_e,No,32,71.2323,0.7755259903
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_70E_e,Yes,32,71.2323,0.2920149988
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_70E_e,No,32,71.2323,0.7079850012
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_70F_e,Yes,32,71.2323,0.5974522794
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_70F_e,No,32,71.2323,0.4025477206
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_70G_e,Yes,32,71.2323,0.2822764392
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_70G_e,No,32,71.2323,0.7177235608
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_70H_e,Yes,32,71.2323,0.4459774569
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_70H_e,No,32,71.2323,0.5540225431
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_70I_e,Yes,32,71.2323,0.388523184
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_70I_e,No,32,71.2323,0.611476816
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_70J_e,Yes,32,71.2323,0.15220904
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_70J_e,No,32,71.2323,0.84779096
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_75A_e,Strongly disagree,145,334.3246,0.1845009311
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_75A_e,Somewhat disagree,145,334.3246,0.2635340026
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_75A_e,Neither agree nor disagree,145,334.3246,0.1847563715
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_75A_e,Somewhat agree,145,334.3246,0.2262121902
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_75A_e,Strongly agree,145,334.3246,0.1409965046
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_75B_e,Strongly disagree,145,334.8246,0.1701911986
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_75B_e,Somewhat disagree,145,334.8246,0.2232255336
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_75B_e,Neither agree nor disagree,145,334.8246,0.1354553996
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_75B_e,Somewhat agree,145,334.8246,0.3057690504
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of staffing advice and support,Perception des conseils et du soutien en matière de dotation,MAN_75B_e,Strongly agree,145,334.8246,0.1653588177
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of the New Direction in Staffing,Perception de la Nouvelle orientation en dotation,MAN_80A_e,Not at all,262,602.8293,0.1218072844
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of the New Direction in Staffing,Perception de la Nouvelle orientation en dotation,MAN_80A_e,To a minimal extent,262,602.8293,0.2394372669
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of the New Direction in Staffing,Perception de la Nouvelle orientation en dotation,MAN_80A_e,To a moderate extent,262,602.8293,0.4478234552
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of the New Direction in Staffing,Perception de la Nouvelle orientation en dotation,MAN_80A_e,To a great extent,262,602.8293,0.1909319935
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of the New Direction in Staffing,Perception de la Nouvelle orientation en dotation,MAN_80B_e,Not at all,164,378.0418,0.180824184
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of the New Direction in Staffing,Perception de la Nouvelle orientation en dotation,MAN_80B_e,To a minimal extent,164,378.0418,0.2518443728
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of the New Direction in Staffing,Perception de la Nouvelle orientation en dotation,MAN_80B_e,To a moderate extent,164,378.0418,0.3844929317
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of the New Direction in Staffing,Perception de la Nouvelle orientation en dotation,MAN_80B_e,To a great extent,164,378.0418,0.1828385115
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of the New Direction in Staffing,Perception de la Nouvelle orientation en dotation,MAN_80C_e,Not at all,171,395.1876,0.2832657199
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of the New Direction in Staffing,Perception de la Nouvelle orientation en dotation,MAN_80C_e,To a minimal extent,171,395.1876,0.2665463188
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of the New Direction in Staffing,Perception de la Nouvelle orientation en dotation,MAN_80C_e,To a moderate extent,171,395.1876,0.3342574514
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of the New Direction in Staffing,Perception de la Nouvelle orientation en dotation,MAN_80C_e,To a great extent,171,395.1876,0.11593051
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of organizational staffing policies and practices,Perception des politiques et pratiques en matière de dotation de l’organisation,MAN_80D_e,Not at all,270,623.5137,0.0472794744
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of organizational staffing policies and practices,Perception des politiques et pratiques en matière de dotation de l’organisation,MAN_80D_e,To a minimal extent,270,623.5137,0.2156308675
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of organizational staffing policies and practices,Perception des politiques et pratiques en matière de dotation de l’organisation,MAN_80D_e,To a moderate extent,270,623.5137,0.4616079807
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of organizational staffing policies and practices,Perception des politiques et pratiques en matière de dotation de l’organisation,MAN_80D_e,To a great extent,270,623.5137,0.2754816775
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of organizational staffing policies and practices,Perception des politiques et pratiques en matière de dotation de l’organisation,MAN_80E_e,Not at all,270,621.1445,0.0217001036
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of organizational staffing policies and practices,Perception des politiques et pratiques en matière de dotation de l’organisation,MAN_80E_e,To a minimal extent,270,621.1445,0.0724100431
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of organizational staffing policies and practices,Perception des politiques et pratiques en matière de dotation de l’organisation,MAN_80E_e,To a moderate extent,270,621.1445,0.3174282313
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of organizational staffing policies and practices,Perception des politiques et pratiques en matière de dotation de l’organisation,MAN_80E_e,To a great extent,270,621.1445,0.5884616221
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of organizational staffing policies and practices,Perception des politiques et pratiques en matière de dotation de l’organisation,MAN_80F_e,Not at all,255,587.4574,0.2821882914
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of organizational staffing policies and practices,Perception des politiques et pratiques en matière de dotation de l’organisation,MAN_80F_e,To a minimal extent,255,587.4574,0.3909236653
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of organizational staffing policies and practices,Perception des politiques et pratiques en matière de dotation de l’organisation,MAN_80F_e,To a moderate extent,255,587.4574,0.268433592
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of organizational staffing policies and practices,Perception des politiques et pratiques en matière de dotation de l’organisation,MAN_80F_e,To a great extent,255,587.4574,0.0584544513
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of organizational staffing policies and practices,Perception des politiques et pratiques en matière de dotation de l’organisation,MAN_80G_e,Not at all,251,576.9396,0.1366252204
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of organizational staffing policies and practices,Perception des politiques et pratiques en matière de dotation de l’organisation,MAN_80G_e,To a minimal extent,251,576.9396,0.2356936497
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of organizational staffing policies and practices,Perception des politiques et pratiques en matière de dotation de l’organisation,MAN_80G_e,To a moderate extent,251,576.9396,0.5138224175
Public Health Agency of Canada,"Large (>= 2, 000)",Perception of organizational staffing policies and practices,Perception des politiques et pratiques en matière de dotation de l’organisation,MAN_80G_e,To a great extent,251,576.9396,0.1138587124
Public Health Agency of Canada,"Large (>= 2, 000)",Consideration of priority entitlements,Prise en considération des droits de priorité,MAN_80H_e,Not at all,195,450.5408,0.2238978135
Public Health Agency of Canada,"Large (>= 2, 000)",Consideration of priority entitlements,Prise en considération des droits de priorité,MAN_80H_e,To a minimal extent,195,450.5408,0.3439908217
Public Health Agency of Canada,"Large (>= 2, 000)",Consideration of priority entitlements,Prise en considération des droits de priorité,MAN_80H_e,To a moderate extent,195,450.5408,0.2769260853
Public Health Agency of Canada,"Large (>= 2, 000)",Consideration of priority entitlements,Prise en considération des droits de priorité,MAN_80H_e,To a great extent,195,450.5408,0.1551852796
Public Health Agency of Canada,"Large (>= 2, 000)",Consideration of priority entitlements,Prise en considération des droits de priorité,MAN_80I_e,Not at all,243,556.6742,0.1681441317
Public Health Agency of Canada,"Large (>= 2, 000)",Consideration of priority entitlements,Prise en considération des droits de priorité,MAN_80I_e,To a minimal extent,243,556.6742,0.2588558981
Public Health Agency of Canada,"Large (>= 2, 000)",Consideration of priority entitlements,Prise en considération des droits de priorité,MAN_80I_e,To a moderate extent,243,556.6742,0.3633496936
Public Health Agency of Canada,"Large (>= 2, 000)",Consideration of priority entitlements,Prise en considération des droits de priorité,MAN_80I_e,To a great extent,243,556.6742,0.2096502766
Public Health Agency of Canada,"Large (>= 2, 000)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",MAN_85A_e,Not at all,210,484.02,0.8082467667
Public Health Agency of Canada,"Large (>= 2, 000)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",MAN_85A_e,To a minimal extent,210,484.02,0.0962317673
Public Health Agency of Canada,"Large (>= 2, 000)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",MAN_85A_e,To a moderate extent,210,484.02,0.0458501715
Public Health Agency of Canada,"Large (>= 2, 000)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",MAN_85A_e,To a great extent,210,484.02,0.0496712946
Public Health Agency of Canada,"Large (>= 2, 000)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",MAN_85B_e,Not at all,211,488.0212,0.8161219226
Public Health Agency of Canada,"Large (>= 2, 000)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",MAN_85B_e,To a minimal extent,211,488.0212,0.118378259
Public Health Agency of Canada,"Large (>= 2, 000)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",MAN_85B_e,To a moderate extent,211,488.0212,0.0570839955
Public Health Agency of Canada,"Large (>= 2, 000)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",MAN_85B_e,To a great extent,211,488.0212,0.0084158229
Public Prosecution Service of Canada,"Medium (500 to 1,999)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",ALL_05A_e,Strongly disagree,456,926.0226,0.2106696964
Public Prosecution Service of Canada,"Medium (500 to 1,999)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",ALL_05A_e,Somewhat disagree,456,926.0226,0.2046673591
Public Prosecution Service of Canada,"Medium (500 to 1,999)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",ALL_05A_e,Neither agree nor disagree,456,926.0226,0.1608854903
Public Prosecution Service of Canada,"Medium (500 to 1,999)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",ALL_05A_e,Somewhat agree,456,926.0226,0.2780503413
Public Prosecution Service of Canada,"Medium (500 to 1,999)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",ALL_05A_e,Strongly agree,456,926.0226,0.1457271129
Public Prosecution Service of Canada,"Medium (500 to 1,999)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",ALL_05B_e,Strongly disagree,466,945.8356,0.0873571475
Public Prosecution Service of Canada,"Medium (500 to 1,999)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",ALL_05B_e,Somewhat disagree,466,945.8356,0.1797718335
Public Prosecution Service of Canada,"Medium (500 to 1,999)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",ALL_05B_e,Neither agree nor disagree,466,945.8356,0.118412333
Public Prosecution Service of Canada,"Medium (500 to 1,999)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",ALL_05B_e,Somewhat agree,466,945.8356,0.3959973594
Public Prosecution Service of Canada,"Medium (500 to 1,999)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",ALL_05B_e,Strongly agree,466,945.8356,0.2184613267
Public Prosecution Service of Canada,"Medium (500 to 1,999)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",ALL_05C_e,Strongly disagree,451,916.1236,0.171878991
Public Prosecution Service of Canada,"Medium (500 to 1,999)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",ALL_05C_e,Somewhat disagree,451,916.1236,0.1469723081
Public Prosecution Service of Canada,"Medium (500 to 1,999)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",ALL_05C_e,Neither agree nor disagree,451,916.1236,0.2151770787
Public Prosecution Service of Canada,"Medium (500 to 1,999)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",ALL_05C_e,Somewhat agree,451,916.1236,0.2762700361
Public Prosecution Service of Canada,"Medium (500 to 1,999)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",ALL_05C_e,Strongly agree,451,916.1236,0.1897015861
Public Prosecution Service of Canada,"Medium (500 to 1,999)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",ALL_05D_e,Strongly disagree,453,919.8167,0.1251886381
Public Prosecution Service of Canada,"Medium (500 to 1,999)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",ALL_05D_e,Somewhat disagree,453,919.8167,0.1714365482
Public Prosecution Service of Canada,"Medium (500 to 1,999)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",ALL_05D_e,Neither agree nor disagree,453,919.8167,0.1855102218
Public Prosecution Service of Canada,"Medium (500 to 1,999)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",ALL_05D_e,Somewhat agree,453,919.8167,0.3318582931
Public Prosecution Service of Canada,"Medium (500 to 1,999)","Perception of merit, fairness and transparency","Perception du mérite, de l'équité et de la transparence",ALL_05D_e,Strongly agree,453,919.8167,0.1860062989
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15A_e,Not at all,469,951.7184,0.0142595751
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15A_e,To a minimal extent,469,951.7184,0.132769315
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15A_e,To a moderate extent,469,951.7184,0.4769944555
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15A_e,To a great extent,469,951.7184,0.3759766544
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15B_e,Not at all,468,949.6603,0.0040104867
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15B_e,To a minimal extent,468,949.6603,0.0411024869
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15B_e,To a moderate extent,468,949.6603,0.2255872968
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15B_e,To a great extent,468,949.6603,0.7292997296
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15C_e,Not at all,465,943.5218,0.0323453046
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15C_e,To a minimal extent,465,943.5218,0.2042835682
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15C_e,To a moderate extent,465,943.5218,0.3763313153
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15C_e,To a great extent,465,943.5218,0.3870398119
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15D_e,Not at all,460,933.7638,0.0191835451
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15D_e,To a minimal extent,460,933.7638,0.147646332
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15D_e,To a moderate extent,460,933.7638,0.3683754928
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15D_e,To a great extent,460,933.7638,0.4647946301
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15E_e,Not at all,89,175.9267,0.02584656
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15E_e,To a minimal extent,89,175.9267,0.12535448
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15E_e,To a moderate extent,89,175.9267,0.3519778408
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_15E_e,To a great extent,89,175.9267,0.4968211193
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_20A_e,To a minimal extent,466,946.6726,0.0282533793
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_20A_e,To a moderate extent,466,946.6726,0.1344654953
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_20A_e,To a great extent,466,946.6726,0.8372811255
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_20B_e,To a minimal extent,459,933.2691,0.0164333095
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_20B_e,To a moderate extent,459,933.2691,0.1010288458
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_20B_e,To a great extent,459,933.2691,0.8825378447
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_20C_e,To a minimal extent,431,877.8514,0.0222461341
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_20C_e,To a moderate extent,431,877.8514,0.1484981399
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_20C_e,To a great extent,431,877.8514,0.829255726
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_20D_e,Not at all,441,896.343,0.0047071266
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_20D_e,To a minimal extent,441,896.343,0.0776640192
Public Prosecution Service of Canada,"Medium (500 to 1,999)",Awareness and understanding of political activities and non-partisanship,Connaissance et compréhension des activités politiques et de l’impartialité politique,ALL_20D_e,To a moderate extent,441,896.343,0.3202052116
